0, 0, -1.0
0, 1, -1.0
0, 2, -1.0
0, 3, -1.0
0, 4, -1.0
0, 5, -1.0
0, 6, -1.0
0, 7, -1.0
0, 8, -1.0
0, 9, -1.0
0, 10, -1.0
0, 11, -1.0
0, 12, -1.0
0, 13, -1.0
0, 14, -0.8952277372177787
0, 15, -0.8620112312968607
0, 16, -0.8303817662337549
0, 17, -0.811692556126868
0, 18, -0.7384586549194453
0, 19, -0.7242483395886047
0, 20, -0.7537057053638198
0, 21, -0.7746060097963428
0, 22, -0.7570834269648018
0, 23, -0.7143258296601811
0, 24, -0.7862591244520211
0, 25, -0.7903413437758655
0, 26, -0.7265119099584916
0, 27, -0.7634664118716266
0, 28, -0.8201010418960248
0, 29, -0.8759622520664225
0, 30, -0.8897905610140399
0, 31, -0.7659614890898009
0, 32, -0.6197896407099484
0, 33, -0.48746516893532027
0, 34, -0.39081921117121105
0, 35, -0.37127562787265106
0, 36, -0.34191054803950605
0, 37, -0.22970172641735492
0, 38, -0.2364327386679078
0, 39, -0.1999726836249261
0, 40, -0.11357262336429741
0, 41, -0.1029499135836972
0, 42, -0.04435161406067706
0, 43, -0.0016602220478978413
0, 44, 0.012456962107590286
0, 45, 0.0361860423429341
0, 46, -0.016891118329927124
0, 47, -0.13778101982872104
0, 48, -0.21636993442696947
0, 49, -0.26168214449637295
0, 50, -0.3999999999999999
0, 51, -0.5327610527789439
0, 52, -0.5913809559823208
0, 53, -0.6761637289928333
0, 54, -0.7458609607923095
0, 55, -0.7675347730735241
0, 56, -0.7660885338288207
0, 57, -0.7765361503411561
0, 58, -0.7592363659382788
0, 59, -0.629541195190098
0, 60, -0.5862505888738367
0, 61, -0.564624636629731
0, 62, -0.5045257695065015
0, 63, -0.5242079902369411
0, 64, -0.5562215911992523
0, 65, -0.5698428110189018
0, 66, -0.49654913875196227
0, 67, -0.41978087198597064
0, 68, -0.43167651929367157
0, 69, -0.48764977350960376
0, 70, -0.4348655985998421
0, 71, -0.4094060771246427
0, 72, -0.4813869534520154
0, 73, -0.5074587480180457
